epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1638655171664,2021-12-04T15:59:31.664,0.000,-0.202,0.669,0.702
1638655171744,2021-12-04T15:59:31.744,0.080,-0.200,0.700,0.683
1638655171825,2021-12-04T15:59:31.825,0.161,-0.183,0.743,0.651
1638655171905,2021-12-04T15:59:31.905,0.241,-0.170,0.792,0.617
1638655171986,2021-12-04T15:59:31.986,0.322,-0.174,0.815,0.573
1638655172067,2021-12-04T15:59:32.067,0.403,-0.166,0.823,0.544
1638655172147,2021-12-04T15:59:32.147,0.483,-0.134,0.828,0.540
1638655172228,2021-12-04T15:59:32.228,0.564,-0.113,0.853,0.513
1638655172310,2021-12-04T15:59:32.310,0.646,-0.122,0.891,0.484
1638655172390,2021-12-04T15:59:32.390,0.726,-0.118,0.867,0.469
1638655172471,2021-12-04T15:59:32.471,0.807,-0.121,0.881,0.449
1638655172551,2021-12-04T15:59:32.551,0.887,-0.106,0.912,0.420
1638655172632,2021-12-04T15:59:32.632,0.968,-0.117,0.921,0.380
1638655172713,2021-12-04T15:59:32.713,1.049,-0.141,0.935,0.366
1638655172793,2021-12-04T15:59:32.793,1.129,-0.141,0.923,0.375
1638655172875,2021-12-04T15:59:32.875,1.211,-0.122,0.913,0.388
1638655172956,2021-12-04T15:59:32.956,1.292,-0.117,0.924,0.385
1638655173036,2021-12-04T15:59:33.036,1.372,-0.108,0.950,0.396
1638655173117,2021-12-04T15:59:33.117,1.453,-0.128,0.917,0.396
1638655173197,2021-12-04T15:59:33.197,1.533,-0.080,0.923,0.357
1638655173278,2021-12-04T15:59:33.278,1.614,-0.065,0.929,0.347
1638655173359,2021-12-04T15:59:33.359,1.695,-0.095,0.933,0.334
1638655173439,2021-12-04T15:59:33.439,1.775,-0.019,0.939,0.314
1638655173521,2021-12-04T15:59:33.521,1.857,0.034,0.919,0.308
1638655173602,2021-12-04T15:59:33.602,1.938,-0.062,0.879,0.416
1638655173682,2021-12-04T15:59:33.682,2.018,-0.155,0.770,0.436
1638655173763,2021-12-04T15:59:33.763,2.099,-0.217,1.031,0.447
1638655173843,2021-12-04T15:59:33.843,2.179,-0.254,0.974,0.383
1638655173924,2021-12-04T15:59:33.924,2.260,-0.147,0.887,0.420
1638655174005,2021-12-04T15:59:34.005,2.341,-0.069,0.984,0.418
1638655174087,2021-12-04T15:59:34.087,2.423,-0.113,0.927,0.378
1638655174167,2021-12-04T15:59:34.167,2.503,-0.136,0.826,0.365
1638655174248,2021-12-04T15:59:34.248,2.584,-0.146,0.808,0.371
1638655174328,2021-12-04T15:59:34.328,2.664,-0.202,0.687,0.374
1638655174409,2021-12-04T15:59:34.409,2.745,-0.041,0.406,0.480
1638655174489,2021-12-04T15:59:34.489,2.825,-0.201,0.725,0.600
1638655174570,2021-12-04T15:59:34.570,2.906,0.020,0.888,0.731
1638655174651,2021-12-04T15:59:34.651,2.987,0.056,0.960,0.688
1638655174733,2021-12-04T15:59:34.733,3.069,-0.211,0.784,0.596
1638655174813,2021-12-04T15:59:34.813,3.149,-0.188,0.613,0.578
1638655174894,2021-12-04T15:59:34.894,3.230,-0.205,0.544,0.533
1638655174974,2021-12-04T15:59:34.974,3.310,-0.226,0.354,0.352
1638655175055,2021-12-04T15:59:35.055,3.391,0.814,-0.033,0.184
1638655175135,2021-12-04T15:59:35.135,3.471,1.322,0.958,0.250
1638655175216,2021-12-04T15:59:35.216,3.552,1.651,0.754,0.268
1638655175298,2021-12-04T15:59:35.298,3.634,1.223,0.323,0.464
1638655175379,2021-12-04T15:59:35.379,3.715,1.433,0.887,0.436
1638655175459,2021-12-04T15:59:35.459,3.795,0.474,0.439,0.091
1638655175540,2021-12-04T15:59:35.540,3.876,0.895,0.433,0.215
1638655175620,2021-12-04T15:59:35.620,3.956,1.294,0.109,0.221
1638655175701,2021-12-04T15:59:35.701,4.037,0.902,0.197,0.022
1638655175781,2021-12-04T15:59:35.781,4.117,0.977,0.229,-0.025
1638655175862,2021-12-04T15:59:35.862,4.198,1.086,0.235,0.049
1638655175944,2021-12-04T15:59:35.944,4.280,1.014,0.281,0.076
1638655176025,2021-12-04T15:59:36.025,4.361,0.940,0.278,0.100
1638655176105,2021-12-04T15:59:36.105,4.441,0.933,0.322,0.136
1638655176186,2021-12-04T15:59:36.186,4.522,0.895,0.369,0.217
1638655176266,2021-12-04T15:59:36.266,4.602,0.896,0.381,0.275
1638655176347,2021-12-04T15:59:36.347,4.683,0.822,0.458,0.249
1638655176427,2021-12-04T15:59:36.427,4.763,0.723,0.595,0.200
1638655176508,2021-12-04T15:59:36.508,4.844,0.719,0.661,0.194
1638655176590,2021-12-04T15:59:36.590,4.926,0.787,0.641,0.184
1638655176671,2021-12-04T15:59:36.671,5.007,0.651,0.708,0.163
1638655176751,2021-12-04T15:59:36.751,5.087,0.486,1.014,0.197
1638655176832,2021-12-04T15:59:36.832,5.168,0.382,0.844,0.235
1638655176912,2021-12-04T15:59:36.912,5.248,0.377,1.027,0.306
1638655176993,2021-12-04T15:59:36.993,5.329,0.440,1.005,0.204
1638655177073,2021-12-04T15:59:37.073,5.409,0.487,0.899,0.201
1638655177154,2021-12-04T15:59:37.154,5.490,0.308,0.930,0.158
1638655177236,2021-12-04T15:59:37.236,5.572,0.128,0.891,0.142
1638655177317,2021-12-04T15:59:37.317,5.653,0.075,0.714,0.213
1638655177397,2021-12-04T15:59:37.397,5.733,-0.116,1.348,0.525
1638655177478,2021-12-04T15:59:37.478,5.814,-0.166,1.625,0.633
1638655177558,2021-12-04T15:59:37.558,5.894,-0.061,0.986,0.419
1638655177639,2021-12-04T15:59:37.639,5.975,-0.123,0.718,0.375
1638655177719,2021-12-04T15:59:37.719,6.055,-0.168,0.813,0.467
1638655177801,2021-12-04T15:59:37.801,6.137,-0.119,0.917,0.531
1638655177882,2021-12-04T15:59:37.882,6.218,-0.117,0.850,0.511
1638655177963,2021-12-04T15:59:37.963,6.299,-0.184,0.629,0.414
1638655178043,2021-12-04T15:59:38.043,6.379,-0.099,0.594,0.389
1638655178124,2021-12-04T15:59:38.124,6.460,-0.050,0.808,0.404
1638655178204,2021-12-04T15:59:38.204,6.540,0.005,0.808,0.267
1638655178285,2021-12-04T15:59:38.285,6.621,0.281,0.667,0.196
1638655178365,2021-12-04T15:59:38.365,6.701,0.221,0.763,0.448
1638655178447,2021-12-04T15:59:38.447,6.783,-0.136,1.060,0.574
1638655178528,2021-12-04T15:59:38.528,6.864,-0.004,0.917,0.393
1638655178609,2021-12-04T15:59:38.609,6.945,-0.339,0.910,0.390
1638655178689,2021-12-04T15:59:38.689,7.025,-0.100,0.932,0.362
1638655178770,2021-12-04T15:59:38.770,7.106,-0.111,0.906,0.327
1638655178850,2021-12-04T15:59:38.850,7.186,-0.129,0.932,0.234
1638655178931,2021-12-04T15:59:38.931,7.267,-0.087,0.931,0.118
1638655179013,2021-12-04T15:59:39.013,7.349,-0.082,0.927,0.061
1638655179093,2021-12-04T15:59:39.093,7.429,-0.012,1.046,0.167
1638655179174,2021-12-04T15:59:39.174,7.510,-0.017,1.219,0.494
1638655179255,2021-12-04T15:59:39.255,7.591,-0.127,0.752,0.405
1638655179335,2021-12-04T15:59:39.335,7.671,0.209,0.952,0.360
1638655179416,2021-12-04T15:59:39.416,7.752,-0.049,0.897,0.323
1638655179496,2021-12-04T15:59:39.496,7.832,-0.109,0.875,0.272
1638655179577,2021-12-04T15:59:39.577,7.913,-0.067,0.979,0.223
1638655179659,2021-12-04T15:59:39.659,7.995,-0.082,0.987,0.209
1638655179739,2021-12-04T15:59:39.739,8.075,-0.074,0.974,0.189
1638655179820,2021-12-04T15:59:39.820,8.156,-0.064,1.006,0.312
1638655179901,2021-12-04T15:59:39.901,8.237,-0.110,0.888,0.406
1638655179981,2021-12-04T15:59:39.981,8.317,-0.203,0.880,0.367
1638655180062,2021-12-04T15:59:40.062,8.398,-0.184,1.020,0.307
1638655180142,2021-12-04T15:59:40.142,8.478,-0.069,0.947,0.272
1638655180223,2021-12-04T15:59:40.223,8.559,-0.069,0.945,0.309
1638655180305,2021-12-04T15:59:40.305,8.641,-0.008,0.943,0.279
1638655180385,2021-12-04T15:59:40.385,8.721,-0.050,0.957,0.264
1638655180466,2021-12-04T15:59:40.466,8.802,-0.085,0.964,0.287
1638655180547,2021-12-04T15:59:40.547,8.883,-0.090,0.952,0.282
1638655180627,2021-12-04T15:59:40.627,8.963,-0.102,0.959,0.287
1638655180708,2021-12-04T15:59:40.708,9.044,-0.052,0.999,0.332
1638655180788,2021-12-04T15:59:40.788,9.124,-0.039,0.961,0.369
1638655180870,2021-12-04T15:59:40.870,9.206,-0.091,0.749,0.246
1638655180951,2021-12-04T15:59:40.951,9.287,-0.013,1.013,0.244
1638655181031,2021-12-04T15:59:41.031,9.367,-0.041,1.101,0.239
1638655181112,2021-12-04T15:59:41.112,9.448,-0.062,0.889,0.196
1638655181193,2021-12-04T15:59:41.193,9.529,0.079,0.963,0.257
1638655181273,2021-12-04T15:59:41.273,9.609,0.071,0.972,0.264
1638655181354,2021-12-04T15:59:41.354,9.690,0.106,0.929,0.219
1638655181434,2021-12-04T15:59:41.434,9.770,0.138,0.960,0.219
1638655181516,2021-12-04T15:59:41.516,9.852,-0.087,1.074,0.388
1638655181597,2021-12-04T15:59:41.597,9.933,-0.144,1.153,0.465
1638655181677,2021-12-04T15:59:41.677,10.013,0.097,0.669,0.427
1638655181758,2021-12-04T15:59:41.758,10.094,-0.458,0.851,0.491
1638655181839,2021-12-04T15:59:41.839,10.175,-0.173,0.780,0.400
1638655181919,2021-12-04T15:59:41.919,10.255,-0.148,0.692,0.468
1638655182000,2021-12-04T15:59:42.000,10.336,-0.212,0.756,0.436
1638655182082,2021-12-04T15:59:42.082,10.418,-0.239,0.766,0.359
1638655182162,2021-12-04T15:59:42.162,10.498,-0.138,0.653,0.247
1638655182243,2021-12-04T15:59:42.243,10.579,-0.193,0.438,0.317
1638655182323,2021-12-04T15:59:42.323,10.659,-0.103,0.960,0.840
1638655182404,2021-12-04T15:59:42.404,10.740,-0.124,0.976,1.008
1638655182485,2021-12-04T15:59:42.485,10.821,-0.095,0.724,0.837
1638655182565,2021-12-04T15:59:42.565,10.901,-0.032,0.603,0.765
1638655182647,2021-12-04T15:59:42.647,10.983,0.368,0.427,0.746
1638655182728,2021-12-04T15:59:42.728,11.064,-0.129,0.130,0.360
1638655182808,2021-12-04T15:59:42.808,11.144,-0.845,0.229,-0.129
1638655182889,2021-12-04T15:59:42.889,11.225,-0.627,0.355,-0.455
1638655182969,2021-12-04T15:59:42.969,11.305,-1.368,0.361,-1.369
1638655183050,2021-12-04T15:59:43.050,11.386,-2.346,0.559,-1.666
1638655183131,2021-12-04T15:59:43.131,11.467,-0.077,0.334,-0.519
1638655183211,2021-12-04T15:59:43.211,11.547,-0.006,0.597,-0.939
1638655183293,2021-12-04T15:59:43.293,11.629,-0.306,0.617,-1.235
1638655183374,2021-12-04T15:59:43.374,11.710,-0.034,0.527,-0.779
1638655183454,2021-12-04T15:59:43.454,11.790,-0.040,0.563,-0.839
1638655183535,2021-12-04T15:59:43.535,11.871,-0.085,0.559,-0.833
1638655183615,2021-12-04T15:59:43.615,11.951,-0.064,0.567,-0.824
1638655183696,2021-12-04T15:59:43.696,12.032,-0.080,0.586,-0.827
1638655183777,2021-12-04T15:59:43.777,12.113,-0.155,0.606,-0.803
1638655183857,2021-12-04T15:59:43.857,12.193,-0.212,0.639,-0.757
1638655183939,2021-12-04T15:59:43.939,12.275,-0.246,0.673,-0.720
1638655184020,2021-12-04T15:59:44.020,12.356,-0.305,0.686,-0.698
1644946640099,2022-02-15T11:37:20.099,6291468.500,-0.307,0.769,-0.611
1644946640180,2022-02-15T11:37:20.180,6291468.500,-0.271,0.816,-0.492
1644946640260,2022-02-15T11:37:20.260,6291469.000,-0.318,0.831,-0.525
1644946640341,2022-02-15T11:37:20.341,6291469.000,-0.395,0.801,-0.413
1644946640421,2022-02-15T11:37:20.421,6291469.000,-0.381,0.904,-0.300
1644946640503,2022-02-15T11:37:20.503,6291469.000,-0.424,0.893,-0.183
1644946640584,2022-02-15T11:37:20.584,6291469.000,-0.478,0.871,-0.099
1644946640665,2022-02-15T11:37:20.665,6291469.000,-0.731,0.932,-0.098
1644946640745,2022-02-15T11:37:20.745,6291469.500,-0.665,0.725,-0.148
1644946640826,2022-02-15T11:37:20.826,6291469.500,-0.536,0.774,-0.078
1644946640906,2022-02-15T11:37:20.906,6291469.500,-0.470,0.737,0.024
1644946640987,2022-02-15T11:37:20.987,6291469.500,-0.395,0.824,0.060
1644946641067,2022-02-15T11:37:21.067,6291469.500,-0.509,0.917,0.194
1644946641149,2022-02-15T11:37:21.149,6291469.500,-0.369,1.147,0.297
1644946641230,2022-02-15T11:37:21.230,6291469.500,-0.380,1.630,0.409
1644946641311,2022-02-15T11:37:21.311,6291470.000,-0.151,1.082,0.325
1644946641391,2022-02-15T11:37:21.391,6291470.000,-0.062,0.756,0.392
1644946641472,2022-02-15T11:37:21.472,6291470.000,0.014,0.833,0.453
1644946641552,2022-02-15T11:37:21.552,6291470.000,0.013,0.854,0.490
1644946641633,2022-02-15T11:37:21.633,6291470.000,0.010,0.826,0.446
1644946641713,2022-02-15T11:37:21.713,6291470.000,-0.059,0.756,0.397
1644946641795,2022-02-15T11:37:21.795,6291470.500,-0.089,0.655,0.342
1644946641876,2022-02-15T11:37:21.876,6291470.500,-0.100,0.582,0.336
1644946641957,2022-02-15T11:37:21.957,6291470.500,-0.124,0.623,0.395
1644946642037,2022-02-15T11:37:22.037,6291470.500,-0.234,0.807,0.444
1644946642118,2022-02-15T11:37:22.118,6291470.500,-0.268,0.929,0.378
1644946642198,2022-02-15T11:37:22.198,6291470.500,-0.285,0.760,0.222
1644946642279,2022-02-15T11:37:22.279,6291471.000,-0.200,0.677,0.319
1644946642361,2022-02-15T11:37:22.361,6291471.000,-0.006,1.216,0.551
1644946642441,2022-02-15T11:37:22.441,6291471.000,-0.111,0.995,0.337
1644946642522,2022-02-15T11:37:22.522,6291471.000,0.017,0.877,0.283
1644946642603,2022-02-15T11:37:22.603,6291471.000,0.057,0.911,0.373
1644946642683,2022-02-15T11:37:22.683,6291471.000,0.044,0.957,0.339
1644946642764,2022-02-15T11:37:22.764,6291471.000,0.090,0.949,0.298
1644946642844,2022-02-15T11:37:22.844,6291471.500,0.050,0.925,0.313
1644946642925,2022-02-15T11:37:22.925,6291471.500,-0.108,1.034,0.441
1644946643007,2022-02-15T11:37:23.007,6291471.500,-0.048,0.898,0.406
1644946643087,2022-02-15T11:37:23.087,6291471.500,-0.222,0.839,0.373
1644946643168,2022-02-15T11:37:23.168,6291471.500,-0.280,0.913,0.378
1644946643248,2022-02-15T11:37:23.248,6291471.500,-0.243,0.894,0.354
1644946643329,2022-02-15T11:37:23.329,6291472.000,-0.224,0.872,0.361
1644946643410,2022-02-15T11:37:23.410,6291472.000,-0.222,0.904,0.343
1644946643490,2022-02-15T11:37:23.490,6291472.000,-0.212,0.899,0.328
1644946643571,2022-02-15T11:37:23.571,6291472.000,-0.189,0.948,0.311
1644946643653,2022-02-15T11:37:23.653,6291472.000,-0.163,0.962,0.304
1644946643733,2022-02-15T11:37:23.733,6291472.000,-0.148,0.940,0.323
1644946643814,2022-02-15T11:37:23.814,6291472.500,-0.149,0.937,0.314
1644946643894,2022-02-15T11:37:23.894,6291472.500,-0.139,0.938,0.292
1644946643975,2022-02-15T11:37:23.975,6291472.500,-0.142,0.944,0.288
1644946644056,2022-02-15T11:37:24.056,6291472.500,-0.149,0.946,0.286
1644946644136,2022-02-15T11:37:24.136,6291472.500,-0.146,0.942,0.281
1644946644218,2022-02-15T11:37:24.218,6291472.500,-0.143,0.943,0.273
1644946644299,2022-02-15T11:37:24.299,6291472.500,-0.141,0.953,0.271
1644946644379,2022-02-15T11:37:24.379,6291473.000,-0.156,0.957,0.264
1644946644460,2022-02-15T11:37:24.460,6291473.000,-0.162,0.935,0.239
1644946644540,2022-02-15T11:37:24.540,6291473.000,-0.154,0.952,0.243
1644946644621,2022-02-15T11:37:24.621,6291473.000,-0.150,0.967,0.256
1644946644702,2022-02-15T11:37:24.702,6291473.000,-0.155,0.950,0.253
1644946644782,2022-02-15T11:37:24.782,6291473.000,-0.154,0.940,0.239
1644946644864,2022-02-15T11:37:24.864,6291473.500,-0.143,0.950,0.230
1644946644945,2022-02-15T11:37:24.945,6291473.500,-0.140,0.968,0.233
1644946645025,2022-02-15T11:37:25.025,6291473.500,-0.130,0.965,0.234
1644946645106,2022-02-15T11:37:25.106,6291473.500,-0.124,0.957,0.233
1644946645186,2022-02-15T11:37:25.186,6291473.500,-0.118,0.959,0.234
1644946645267,2022-02-15T11:37:25.267,6291473.500,-0.126,0.966,0.231
1644946645348,2022-02-15T11:37:25.348,6291474.000,-0.125,0.963,0.229
1644946645428,2022-02-15T11:37:25.428,6291474.000,-0.120,0.960,0.219
1644946645510,2022-02-15T11:37:25.510,6291474.000,-0.110,0.962,0.214
1644946645591,2022-02-15T11:37:25.591,6291474.000,-0.096,0.971,0.221
1644946645671,2022-02-15T11:37:25.671,6291474.000,-0.087,0.962,0.225
1644946645752,2022-02-15T11:37:25.752,6291474.000,-0.097,0.966,0.228
1644946645832,2022-02-15T11:37:25.832,6291474.000,-0.110,0.966,0.223
